text,sentiment 
100% satisfaction!! guaranteed!!!,pos
Still the finest slimline case for Samsung phones,pos
Slimmy case that protects every corner of your phone,pos
Finally found the prefect case!,pos
RINGKE SLIM NOTE 3,pos
Great cheap protectors,pos
No other better choice out there,pos
Fits great,pos
Great screens and price!,pos
Good protector and crystal clear,pos
great covers for your Samsung Galaxy 5 S,pos
Great addition,pos
[3+1 Free/MAX HD CLARITY] Invisible Defender - Samsung Galaxy S5 Screen...,pos
I like the cost for a good product,pos
VERY AWESOME!!!!,pos
Serves its purpose,pos
Good product,pos
Excellent iPhone protection screens.,pos
Crystal clear!,pos
Perfect fit.,pos
So far so good,pos
"Perfect, clear and enhances screen",pos
A must,pos
Best Ever,pos
"Does exactly what it says, fast delivery",pos
Good,pos
better than shiny protection screens for sure,pos
Fosman screen protector,pos
Good screen protector,pos
I Wouldn't Buy Another Brand.,pos
Great,pos
Excellent case,pos
A+,pos
Great minimalist case with some protection,pos
... these cases for my wife's Moro X and she loved the slim case and grip,pos
Stylish and minimalistic Galaxy S4 case,pos
Adorbz,pos
These look great at a much better price than the Spigen version.,pos
Great product buy it you won't be disappointed,pos
Works great,pos
awesome,pos
Love it!,pos
"Long, Thick Powercord, Solid Construction",pos
Nice design,pos
High output USB ports Car charger,pos
Great for charging phones.,pos
Great product,pos
Perfect,pos
Charges fast in the vehicles and keeps things,pos
Great car charger,pos
Good purchase,pos
"Powerful, fast, compact and 4 individual on/off buttons to save your car's battery = best car charger yet!",pos
love!,pos
Nice case,pos
Fits great,pos
"THIS WORKS GREAT, 34 WITH BOXWAVE SHELL IN PLACE",pos
Great Battery Charger,pos
Charger,pos
Amazing,pos
Works great,pos
Very useful cradle,pos
Patuoxun cares about the customer,pos
Couldn't Be Happier!,pos
Great price for a nice charger,pos
Five Stars,pos
Vic Tsing Dual Cradle Desktop Charger for Galaxy S4,pos
Impressed me with follow up.,pos
Love it!!!,pos
Works with MOST cases!,pos
"Great doc, even works with a bumper",pos
great!,pos
Well worth the price...,pos
Worth it,pos
Smooth,pos
Crystal clear,pos
Excellent Value! Good protection. Easy to apply. And a great price!,pos
Works well and looks good.,pos
Great price and great quality,pos
Fit Galaxy S4 with bumper case very nice,pos
great,pos
Reiko horizontal phone case with belt clip,pos
I love it!,pos
Higher quality than others.,pos
"A little loose for Samsung S4, but fits nicely for Samsung S4-Active with TPU case",pos
perfect,pos
"Fits Well, Seems Very Secure, Holds Samsung Galaxy with Candyshell Grip Case",pos
Good Lumia 1020 fit,pos
Great wall charger for travel,pos
"Yubi, the pretty and space-saving, ready to travel USB wall charger",pos
Power Up!,pos
Handy,pos
Great for charging both large and small devices!,pos
"Convenient, Inexpensive Charger",pos
very nice product,pos
Small Compact and it works,pos
Nice change from the plastic like cases.,pos
Great case!,pos
Great way to Mix it Up.,pos
Well made,pos
Elegant and minimalist,pos
Love it,pos
Great case (especially for the price),pos
excellent,pos
awesome case,pos
review,pos
Doesn't take long at all to charge!,pos
This is the best battery ever,pos
Better then expected results and durability.,pos
LOVE this battery!,pos
Great Battery and tough Cover!,pos
THIS IS A MUST HAVE !!,pos
Great battery.,pos
Anker Awesome!,pos
Great for the price!,pos
Wallet case for Galaxy s4,pos
i love it,pos
it fits great,pos
great product!,pos
love it,pos
It came on 09/09/2013,pos
great,pos
So Cute,pos
So many compliments,pos
case,pos
phone case for galaxy s4,pos
Excellent,pos
Really nice case,pos
Excellent,pos
Works perfectly,pos
Exactly what I wanted,pos
A Great Case at a Fraction of the Cost of the OEM Version,pos
Great deal,pos
YESOO flip cover for Galazy4,pos
YESOO Case Hits the Mark,pos
Love YESOO products,pos
Great cell phone case for the price,pos
"AWESOME, GREAT VALUE Case, Just Like S-View But Better",pos
Perfect.,pos
Great case!!!,pos
I like the price,pos
excellent product,pos
It was good while it lasted.,pos
WOW!,pos
Impressed,pos
"For $10, I couldn't be happier with it.",pos
Very nice for the price,pos
Great Case!,pos
It does what it is supposed to do!,pos
Better than the original,pos
Wife Loves It,pos
just right,pos
iPhone wallet case,pos
Love this Samsung galaxy S3 Floral case!!!,pos
Yay,pos
LOVE LOVE LOVE,pos
love it,pos
"It's no 5.1, but it's nice.",pos
Phenomenal sound,pos
Great buy so far,pos
Cost versus Value,pos
Incredible for the price,pos
Well done.,pos
A great option for a secondary/bedroom TV,pos
Great sound quality,pos
Best inexpensive sound bar I could find anywhere,pos
Looks and sounds nice!,pos
So far so Good,pos
"Great package, good sound",pos
Very nice,pos
Great sound.  Simple install.,pos
FEELS AMAZING,pos
No complaints at all.,pos
WOW WHAT A  SURPRISE FROM SUCH A SMALL SOUND BAR,pos
Wow - Excellent Sound and Quality,pos
"Wide, but worth the width",pos
Great Sound Addition.,pos
Sounds great and I really love the Bluetooth.,pos
Great sound and simple to setup,pos
"versatile, sturdy smart phone mount",pos
"Excellent, Tight Grip on Car and Phone",pos
It works very well,pos
Sweet,pos
"Highly adjustable, even fits Samsung Galaxy S3/S4 with Otterbox and other cases",pos
They nailed it!,pos
great holder,pos
Universal mount holds my Samsung Galaxy S4 securely,pos
"Has a vise-like grip,  easy install and very accessible.",pos
Love this Panavise PortaGrip phone holder!,pos
Very functional window mount phone holder,pos
Holds iphone 5 secure,pos
Works great with our iPhone 5S,pos
"Easy to install, fully accommodates my Galaxy Note 2, secure grip with manual closure.",pos
"WONDERFUL, works in any temperature, very adjustable, decent price.",pos
Great Holder for the Large Note 3,pos
Great mount! fits most phones.,pos
"Fits almost any phone, portrait or landscape, with or without case!",pos
"Just adjustable enough, while remaining very stable and sturdy.",pos
Best Phone holder ever!!,pos
Versatile holder,pos
very functional;  works as advertised,pos
"Set & Forget it, great value.",pos
Good product,pos
very nice phone for the money. my son got a new phone with a two year contract and $90.00 month fee,pos
Great phone,pos
I love it!,pos
Great for Moms,pos
love the phone and the gell skin,pos
nice phone,pos
Great!,pos
great deal,pos
Very nice,pos
Phone Is Good,pos
I really love it.,pos
Phone works okay,pos
good price,pos
Works great,pos
Super tools...,pos
"Awesome... So easy to install, takes 5 minutes.  Tools are key",pos
Great replacement for OEM iPhone 4s battery,pos
Batteries,pos
Happy customer &#128515;,pos
Easy to change,pos
Good Replace,pos
Heavy Duty Protection At Bargain Price -Check Version,pos
Incredible sound at this price,pos
Favorite Bluetooth Brand,pos
New and Improved!,pos
Everything I want for a bargain price,pos
A great Bluetooth headset for use when you are driving and you use the phone a lot!,pos
"NOT for audiophiles, but worth the price for conversations.",pos
My daughter loves the color!,pos
love it,pos
What I've Been Waiting For!,pos
Very nice,pos
Wonderful Phone,pos
nice,pos
"It is what it Claims, I would buy again.",pos
Just what my wife needed,pos
very good,pos
I love this!,pos
This little thing rocks more than a little,pos
Porta-Party!,pos
Excellent,pos
I love it!,pos
My report...,pos
The answer to my power hungry Note 2,pos
Great battery for kids soccer bag!,pos
Waterproof Pouch,pos
First impression excellent,pos
waterproof,pos
a very lovley cute and stylish case,pos
Fast Delivery great product!!,pos
chevron,pos
Five Stars,pos
love it,pos
Wife Loves it,pos
So colorful and offers protection!,pos
Great product - looks OEM,pos
Fits perfectly on Verizon iPhone 4!,pos
Good part,pos
Great Product,pos
Great product!,pos
Fits a Verizon Iphone 4s,pos
excellent replacement,pos
Good buy,pos
"Great product, just make sure you get the special screwdriver as well.",pos
IPhone 4 back cover,pos
Beautiful and usefull,pos
"Excellent case, great price.",pos
Nice Case,pos
I like this case although you know it's made in China,pos
Customer Service Is The BEST,pos
sooooo cute,pos
very nice and quick delivery,pos
Great Value,pos
Five Stars,pos
Stylish and functional.,pos
Very sturdy,pos
Gold on gold iPhone 5s case,pos
ULAK PC 2 piece Case,pos
Nice case for iphone 5S,pos
Case,pos
Love it,pos
Worked and continues to work!,pos
Good buy,pos
Unbreakable,pos
"All worked fine, ordered another 3 for other sites",pos
Good Cables,pos
Stylish and practical,pos
Great set of cables.,pos
Good cables great price,pos
Convienient,pos
Awesome!,pos
Might be the best cord out there,pos
Nice!,pos
Like,pos
Wow'd me with this nice screen and phone!,pos
LG Optimus G pro,pos
Excellent phone,pos
Close to perfect,pos
One of the world's best kept secrets,pos
Excellent Phone,pos
Great and surpassed expectations,pos
extra battery life,pos
Great product,pos
Works like a charm!,pos
LOVE!!!!,pos
Toss in your travel bag with USB cables for your depleted devices...,pos
Compact USB wall adapter that works great with iPhone and iPad Mini,pos
Well-Constructed USB Charger,pos
This is an excellent dual port AC charger that is perfect for travel ...,pos
Fast and convenient charger in a small package,pos
"Very Nice Finish, Quality Made Product",pos
"Over-heating, over-charging & over-current protection built in...",pos
Compact USB wall charger,pos
Home Or Overseas - Double Charging!,pos
Impressive little USB wall charger,pos
Fantastic Charger for the price!,pos
Excellent item,pos
For 50$ it's just great,pos
Great Purchase!,pos
Stylus with Style,pos
Very Fun Stylus,pos
Like the size and feel of this stylus,pos
Very Handy,pos
does what it should do!,pos
Love it...just wish it was a bit longer,pos
Excellent,pos
Good HTC One Accessory!,pos
Very Nice,pos
"Finally, A Dock that works!",pos
"Doesn't tell the phone it's in ""dock"" mode, but a very nice desk charging stand.",pos
great with one caveat,pos
Been looking for something like this for a while,pos
Very pleased with purchase.,pos
Nokia Lumia 521 Works Great! On simple mobile!!!,pos
Nokia lumia 521,pos
Great phone - purchased as gift!,pos
Love this for the price speed and it is just simple to use! Wish it had a front facing camera!,pos
At the listed price you cant beat this beat,pos
Don't Let Inexpensive Fool You - This Phone is Packed With Features Including WiFi Calling & Tethering,pos
i love this phone,pos
"Inexpensive, fast, very fast, takes great pictures and battery last longer than my IPhone's 5",pos
amazingly high quality especially at this price,pos
Nokia 521 - perfect backup for me,pos
Geezer approved,pos
Great Budget Phone,pos
EXCELLENT DEAL,pos
Great Smart Phone...,pos
A Ring-a-Ding-Ding....,pos
It's a steal guys at this price point.,pos
Great Windows 8 Baseline Smartphone,pos
this is the best phone I ever had! coming from a iphone and android user!,pos
Bought it as Zune Player Replacement *Updated with Phone Use*,pos
Hands down win for smartphones but for a fraction of a price of its competitors.,pos
Good phone. But not for everyone!,pos
Stellar!,pos
pretty cool phone,pos
"WOW, WOW, WOW, Seriuosly, WOW!!!",pos
A great phone,pos
It is as good as they say,pos
Good News Nokia one of The Best Secrets  Deal And bang For The Buck,pos
Fast,pos
This is a great deal.,pos
The best,pos
this was a gift to my son,pos
perfect,pos
Excelent value for a basic smart phone.,pos
Preferred phone,pos
Love This Phone,pos
Nokia Lumia 521 T-Mobile,pos
Great Phone!,pos
Great Phone for the Price,pos
verry nice phone. will suggest to all my friends,pos
A 5 star phone.......considering the price,pos
Nice Clean Design,pos
Excellent!!!,pos
Good Protecter,pos
"Great case, Unbeatable price.",pos
love it!,pos
Nice!  Fits good!,pos
"Sparkly, pretty, and durable",pos
Cute but nothing special,pos
Very pretty,pos
Loved!,pos
great item,pos
Nice,pos
Well worth it!,pos
I love this case,pos
great case @ a great price,pos
Great fit and really cute!,pos
thanks,pos
Supppper Fast!,pos
Great case!,pos
Cute case,pos
PokaBlue,pos
Love the Polkadots!!!,pos
Samsang Galaxy poka dot case,pos
